NO,COLLECTOR,DATE,DAY,WEEK,TIME_SLOT,LOCATION,TYPE,Cl2,PH,KH,GH,NO2,NO3
44,Niki,2018-06-29,tue,DAY,1,dago_atas,Air Sumur,0,7.2,3,3,0.5,0
45,Niki,2018-06-30,wed,DAY,1,dago_atas,Air Sumur,0,7.2,3,3,1,0
46,Niki,2018-07-03,sat,END,2,dago_atas,Air Sumur,3,6.4,3,14,5,25
47,Niki,2018-07-04,sun,END,2,dago_atas,Air Sumur,3,6.8,3,14,5,25
48,Niki,2018-07-06,tue,DAY,2,dago_atas,Air Sumur,0,6.8,3,3,1,0
49,Niki,2018-07-07,wed,DAY,2,dago_atas,Air Sumur,0,7.4,3,3,0.5,0
50,Niki,2018-07-10,sat,END,2,dago_atas,Air Sumur,3,7.2,3,14,5,25
51,Niki,2018-07-11,sun,END,2,dago_atas,Air Sumur,3,7.6,3,14,5,25
52,Niki,2018-07-13,tue,DAY,2,dago_atas,Air Sumur,40,7.6,3,3,0.5,0
53,Niki,2018-07-14,wed,DAY,2,dago_atas,Air Sumur,0,7.4,3,3,1,0
54,Niki,2018-07-17,sat,END,2,dago_atas,Air Sumur,3,6.8,3,14,5,25
55,Niki,2018-07-18,sun,END,2,dago_atas,Air Sumur,3,7.2,3,14,5,25
56,Niki,2018-07-20,tue,DAY,2,dago_atas,Air Sumur,0,7.2,3,3,0.5,0
57,Niki,2018-07-21,wed,DAY,2,dago_atas,Air Sumur,0,7.2,3,3,1,0
58,Niki,2018-07-24,sat,END,2,dago_atas,Air Sumur,3,7.6,6,14,5,25
59,Niki,2018-07-25,sun,END,2,dago_atas,Air Sumur,5,6.8,6,14,5,25
60,Niki,2018-07-27,tue,DAY,2,dago_atas,Air Sumur,0,6.8,3,3,1,0
61,Niki,2018-07-28,wed,DAY,2,dago_atas,Air Sumur,0,7.6,3,3,1,10
62,Niki,2018-07-31,sat,END,2,dago_atas,Air Sumur,5,6.8,3,14,5,25
